Site ID,Planned Kiosk Type,Installation Status,PPT ID,Legacy ID,Borough,Council District,Community Board,Street Address,Cross Street 1,Cross Street 2,IxN Corner,Postcode,Zoning,Latitude,Longitude,Installation Complete,Activation Complete,Neighborhood Tabulation Area (NTA),Building Identification Number (BIN),Borough-Block-Lot (BBL),Census Tract (CT),Location
qu-06-145847,Link1.0,Live,145847,LINK-018041,Queens,29,406,99-40 67 AVENUE,QUEENS BOULEVARD,BOOTH STREET,SE,11374,C1-2,40.726695,-73.853929,05/20/2017,07/12/2017,Forest Hills,4075136,4031700027,4071306,"(40.726695, -73.853929)"
bk-03-144136,Link5G_Ad,Live,144136,LINK-002343,Brooklyn,41,303,1986 FULTON STREET,FULTON STREET,HERKIMER STREET,SE,11233,C2-4,40.678572,-73.919000,11/21/2022,01/17/2023,Ocean Hill,3042094,3015490001,3030100,"(40.678572, -73.919)"
mn-08-119830,Link1.0,Live,119830,mn-08-119830,Manhattan,5,108,1675 3 AVENUE,EAST 93 STREET,EAST 94 STREET,NE,10128,C4-6,40.783289,-73.950562,07/01/2016,07/15/2016,Yorkville,1048916,1015397502,1015400,"(40.783289, -73.950562)"
mn-03-108238,Link1.0,Live,108238,mn-03-108238,Manhattan,1,103,217 BOWERY,RIVINGTON STREET,PRINCE STREET,NE,10002,C6-1,40.721716,-73.993343,07/22/2016,08/19/2016,Chinatown,1005701,1004260002,1003601,"(40.721716, -73.993343)"
mn-09-120545,Link1.0,Live,120545,mn-09-120545,Manhattan,7,109,1238 AMSTERDAM AVENUE,WEST 121 STREET,WEST 120 STREET,SW,10027,C1-4,40.809965,-73.958889,07/30/2016,09/28/2016,Morningside Heights,1059647,1019750029,1020300,"(40.809965, -73.958889)"
mn-09-120442,Link1.0,Live,120442,mn-09-120442,Manhattan,7,109,576 WEST 150 STREET,BROADWAY,AMSTERDAM AVENUE,SE,10031,C1-4,40.829341,-73.947647,10/28/2017,03/12/2018,Hamilton Heights,1062124,1020810061,1023300,"(40.829341, -73.947647)"
si-01-158932,Link1.0,Live,,,Staten Island,49,501,514 RICHMOND TERRACE,YORK AVENUE,FRANKLIN AVENUE,MIDBLOCK,10301,M3-1,40.646298,-74.089516,10/27/2022,02/07/2023,West New Brighton-New Brighton-St. George,5001475,5000620106,,"(40.646298, -74.089516)"
mn-02-128511,Link1.0,Live,128511,mn-02-128511,Manhattan,3,102,74 8 AVENUE,WEST 14 STREET,GREENWICH AVENUE,SE,10011,C6-2A,40.739447,-74.002600,03/11/2016,04/15/2016,West Village,1080215,1006180005,1007700,"(40.739447, -74.0026)"
si-02-145823,Link1.0,Live,145823,LINK-018385,Staten Island,50,502,2271 HYLAN BOULEVARD,GREELEY AVENUE,PRESCOTT AVENUE,SW,10306,C2-1,40.575553,-74.104816,04/10/2017,05/25/2017,New Dorp-Midland Beach,5107538,5036150005,5012200,"(40.575553, -74.104816)"
bk-02-142293,Link1.0,Live,142293,bk-02-142293,Brooklyn,33,302,36 BOND STREET,LIVINGSTON STREET,SCHERMERHORN STREET,SW,11201,C6-4,40.688672,-73.983710,02/23/2017,03/24/2017,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3329446,3001650029,3003700,"(40.688672, -73.98371)"
mn-06-134618,Link1.0,Live,134618,mn-06-134618,Manhattan,2,106,370 3 AVENUE,EAST 27 STREET,EAST 26 STREET,SW,10016,C2-8,40.741291,-73.981512,05/13/2017,06/21/2017,Gramercy,1018147,1008820050,1006800,"(40.741291, -73.981512)"
mn-04-139998,Link1.0,Live,139998,mn-04-139998,Manhattan,3,104,728 10 AVENUE,WEST 50 STREET,WEST 49 STREET,MIDBLOCK,10019,C2-5,40.764456,-73.991820,10/07/2017,04/30/2018,Clinton,1026665,1010590163,1012700,"(40.764456, -73.99182)"
bk-08-145908,Link1.0,Live,145908,LINK-021688,Brooklyn,35,308,888 PACIFIC STREET,UNDERHILL AVENUE,WASHINGTON STREET,MIDBLOCK,11238,C2-4,40.680238,-73.964511,08/10/2017,01/05/2018,Prospect Heights,3027680,3011310011,3020300,"(40.680238, -73.964511)"
mn-07-120641,Link1.0,Live,120641,mn-07-120641,Manhattan,7,107,1011 COLUMBUS AVENUE,CATHEDRAL PARKWAY,WEST 109 STREET,SE,10025,C2-5,40.801498,-73.961082,01/25/2018,04/20/2018,Morningside Heights,1055741,1018450003,1019300,"(40.801498, -73.961082)"
mn-12-118138,Link1.0,Live,118138,82037,Manhattan,10,112,2541 AMSTERDAM AVENUE,WEST 186 STREET,WEST 187 STREET,SE,10033,C1-4,40.851265,-73.928451,02/16/2022,04/19/2022,Washington Heights North,1063584,1021490093,1026700,"(40.851265, -73.928451)"
mn-05-122541,Link1.0,Live,122541,mn-05-122541,Manhattan,3,105,1701 BROADWAY,WEST 54 STREET,WEST 53 STREET,SW,10019,C6-7,40.763978,-73.982629,04/30/2016,07/19/2016,Midtown-Midtown South,1024839,1010250044,1013100,"(40.763978, -73.982629)"
bk-17-126233,Link1.0,Live,126233,bk-17-126233,Brooklyn,45,317,3524 CHURCH AVENUE,BROOKLYN AVENUE,EAST 35 STREET,SW,11203,C1-2,40.651047,-73.943969,08/31/2017,10/30/2017,East Flatbush-Farragut,3109473,3048890010,3085600,"(40.651047, -73.943969)"
mn-07-107810,Link1.0,Live,107810,mn-07-107810,Manhattan,7,107,2704 BROADWAY,WEST 103 STREET,WEST 104 STREET,NE,10025,C1-5,40.799331,-73.968232,06/11/2016,07/07/2016,Upper West Side,1056563,1018757501,1019100,"(40.799331, -73.968232)"
qu-09-124790,Link1.0,Live,124790,qu-09-124790,Queens,29,409,87-10 LEFFERTS BOULEVARD,JAMAICA AVENUE,89 AVENUE,SW,11418,C2-4,40.699841,-73.830932,05/12/2017,06/06/2017,Richmond Hill,4195916,4093280008,4012200,"(40.699841, -73.830932)"
si-02-145544,Link1.0,Live,145544,si-02-145544,Staten Island,50,502,2710 HYLAN BOULEVARD,ALLISON AVENUE,PRINCETON AVENUE,MIDBLOCK,10306,C4-1,40.565852,-74.114224,01/31/2017,02/22/2017,Oakwood-Oakwood Beach,5107584,5039830013,5012806,"(40.565852, -74.114224)"
qu-12-124001,Link5G_Ad,Live,124001,SC90619,Queens,27,412,201-08 HOLLIS AVENUE,Hollis Avenue,111th Avenue,,11412,C1-3,40.706075,-73.756337,08/29/2022,01/17/2023,Hollis,4234180,4109400109,4050800,"(40.706075, -73.756337)"
qu-07-160019,Link5G_Ad,Live,,,Queens,19,407,30-19 122 STREET,122ND STREET,123RD STREET,N,11354,M2-1,40.769690,-73.846460,03/05/2024,02/21/2025,College Point,4570021,4043500001,,"(40.76969, -73.84646)"
qu-12-154850,Link5G_NonAd,Live,,154850,Queens,27,412,118-02 MERRICK BOULEVARD,MERRICK BOULEVARD,FOCH BOULEVARD,SW,11434,C1-3,40.686603,-73.774480,07/06/2022,12/14/2022,St. Albans,,4123670234,,"(40.6866032, -73.7744795)"
mn-07-120267,Link1.0,Live,120267,mn-07-120267,Manhattan,6,107,300 WEST 108 STREET,BROADWAY,RIVERSIDE DRIVE,SW,10025,C1-5,40.802984,-73.967855,10/08/2016,10/25/2016,Morningside Heights,1057285,1018920049,1019500,"(40.802984, -73.967855)"
bk-06-125912,Link1.0,Live,125912,bk-06-125912,Brooklyn,39,306,500 5 AVENUE,12 STREET,13 STREET,SW,11215,C4-3A,40.667305,-73.987979,03/06/2017,04/03/2017,Park Slope-Gowanus,3023160,3010280037,3013900,"(40.667305, -73.987979)"
bx-01-111740,Link1.0,Live,111740,bx-01-111740,Bronx,17,201,652A MELROSE AVENUE,EAST 153 STREET,EAST 152 STREET,SE,10455,C1-4,40.818769,-73.916450,03/19/2018,04/20/2018,Melrose South-Mott Haven North,2001356,2023740073,2006700,"(40.818769, -73.91645)"
mn-08-121036,Link1.0,Live,121036,mn-08-121036,Manhattan,4,108,30 EAST 76 STREET,MADISON AVENUE,PARK AVENUE,SE,10021,C5-1,40.774281,-73.963460,02/03/2018,04/06/2018,Upper East Side-Carnegie Hill,1041721,1013907501,1013000,"(40.774281, -73.96346)"
mn-06-121839,Link1.0,Live,121839,mn-06-121839,Manhattan,4,106,164 EAST 53 STREET,3 AVENUE,LEXINGTON AVENUE,SW,10022,C6-6,40.757729,-73.969615,03/19/2017,05/05/2017,Turtle Bay-East Midtown,1036469,1013077501,1010000,"(40.757729, -73.969615)"
mn-04-108485,Link1.0,Live,108485,mn-04-108485,Manhattan,3,104,705 8 AVENUE,WEST 44 STREET,WEST 45 STREET,NW,10036,C6-4,40.758831,-73.988780,03/11/2016,04/11/2016,Clinton,1024992,1010350036,1012100,"(40.758831, -73.98878)"
mn-12-120666,Link1.0,Live,120666,mn-12-120666,Manhattan,10,112,1520 ST. NICHOLAS AVENUE,WEST 186 STREET,WEST 187 STREET,NE,10033,C1-4,40.852412,-73.931338,12/01/2017,02/06/2018,Washington Heights North,1063788,1021570067,1026900,"(40.852412, -73.931338)"
mn-03-158821,Link5G_Ad,Live,,,Manhattan,1,103,36 RIVINGTON STREET,RIVINGTON STREET,STANTON STREET,NE,10002,C4-4A,40.721110,-73.991366,10/18/2022,02/03/2023,,,,,"(40.72111, -73.991366)"
mn-05-121632,Link1.0,Live,121632,mn-05-121632,Manhattan,4,105,21 EAST 31 STREET,MADISON AVENUE,5 AVENUE,NW,10016,C5-2,40.745986,-73.984492,11/19/2016,12/09/2016,Midtown-Midtown South,1080785,1008610015,1007400,"(40.745986, -73.984492)"
mn-10-119959,Link1.0,Live,119959,mn-10-119959,Manhattan,9,110,1940 ADAM CLAYTON POWELL JR. BOULEVARD,WEST 117 STREET,WEST 118 STREET,NW,10026,C1-4,40.804047,-73.952140,10/29/2016,01/09/2017,Central Harlem South,1084042,1019230029,1021800,"(40.804047, -73.95214)"
qu-02-143422,Link1.0,Live,143422,qu-02-143422,Queens,26,402,38-18 QUEENS BOULEVARD,39 STREET,38 STREET,SW,11101,M1-4,40.743823,-73.926455,11/19/2016,02/02/2017,Hunters Point-Sunnyside-West Maspeth,4003170,4002230036,4017900,"(40.743823, -73.926455)"
bx-06-144410,Link1.0,Live,144410,bx-06-144410,Bronx,17,206,1961 ARTHUR AVENUE,EAST TREMONT AVENUE,EAST 178 STREET,NW,10457,C4-5X,40.846522,-73.893398,05/17/2018,08/24/2018,East Tremont,2011973,2030680047,2037504,"(40.846522, -73.893398)"
bx-01-123212,Link1.0,Live,123212,bx-01-123212,Bronx,17,201,2976A 3 AVENUE,EAST 153 STREET,EAST 154 STREET,NE,10455,C4-4,40.818560,-73.914300,01/21/2017,03/30/2017,Melrose South-Mott Haven North,2001180,2023630012,2007100,"(40.81856, -73.9143)"
qu-01-145922,Link1.0,Live,145922,LINK-019889,Queens,22,401,33-09 BROADWAY,33 STREET,34 STREET,MIDBLOCK,11106,C4-2A,40.761089,-73.923341,09/16/2017,10/13/2017,Astoria,4008873,4006230005,4006100,"(40.761089, -73.923341)"
mn-07-136130,Link1.0,Live,136130,mn-07-136130,Manhattan,6,107,2114 BROADWAY,WEST 74 STREET,WEST 73 STREET,SE,10023,C4-6A,40.780019,-73.981396,07/07/2017,10/16/2017,Lincoln Square,1030545,1011657505,1015900,"(40.780019, -73.981396)"
mn-11-120240,Link1.0,Live,120240,mn-11-120240,Manhattan,8,111,2126 3 AVENUE,EAST 116 STREET,EAST 117 STREET,NW,10035,C4-4D,40.798139,-73.940036,05/20/2016,07/01/2016,East Harlem North,1052300,1016440033,1018200,"(40.798139, -73.940036)"
qu-12-141536,Link1.0,Live,141536,qu-12-141536,Queens,27,412,168-03 JAMAICA AVENUE,168 STREET,168 PLACE,NE,11432,C6-2,40.706507,-73.792368,08/18/2016,09/28/2016,Jamaica,4209645,4097990022,4046000,"(40.706507, -73.792368)"
mn-12-152798,Link1.0,Live,152798,,Manhattan,10,112,3809 10 AVENUE,10 AVENUE,9 AVENUE,S,10034,C2-4,40.862416,-73.920144,09/01/2022,10/31/2022,Marble Hill-Inwood,,1022000005,,"(40.862416, -73.920144)"
qu-12-154602,Link5G_Ad,Live,,,Queens,27,412,169-28 HILLSIDE AVENUE,HILLSIDE AVENUE,88th AVENUE,W,11432,C2-4,40.710900,-73.791990,09/14/2022,04/26/2024,Jamaica,4310519,4098250021,,"(40.7109, -73.79199)"
bx-05-123185,Link1.0,Live,123185,bx-05-123185,Bronx,14,205,23 WEST BURNSIDE AVENUE,DAVIDSON AVENUE,GRAND AVENUE,NW,10453,C1-4,40.853881,-73.908662,12/06/2016,01/12/2017,University Heights-Morris Heights,2014160,2031930033,2025100,"(40.853881, -73.908662)"
mn-05-123155,Link1.0,Live,123155,mn-05-123155,Manhattan,2,105,38 UNION SQUARE EAST,EAST 16 STREET,EAST 17 STREET,NE,10003,C6-4,40.736141,-73.989183,11/18/2017,02/09/2018,Gramercy,1017819,1008720001,1005000,"(40.736141, -73.989183)"
bx-05-119566,Link1.0,Live,119566,bx-05-119566,Bronx,14,205,1999 UNIVERSITY AVENUE,WEST 179 STREET,WEST BURNSIDE AVENUE,SE,10453,C2-4,40.854764,-73.911439,12/22/2016,01/17/2017,University Heights-Morris Heights,2014698,2032160060,2024502,"(40.854764, -73.911439)"
bk-01-146001,Link1.0,Live,146001,LINK-021265,Brooklyn,34,301,185 BERRY STREET,NORTH 4 STREET,NORTH 3 STREET,SW,11249,M1-2/R6B,40.716850,-73.960841,11/22/2017,02/01/2018,North Side-South Side,3062367,3023510006,3055300,"(40.71685, -73.960841)"
mn-06-121677,Link1.0,Live,121677,mn-06-121677,Manhattan,4,106,944 1 AVENUE,EAST 52 STREET,EAST 51 STREET,SE,10022,C1-5,40.754991,-73.965190,01/24/2018,05/09/2018,Turtle Bay-East Midtown,1081200,1013630047,1008603,"(40.754991, -73.96519)"
mn-06-121511,Link1.0,Live,121511,mn-06-121511,Manhattan,4,106,543 3 AVENUE,EAST 36 STREET,EAST 37 STREET,NE,10016,C1-9,40.747050,-73.977005,02/04/2017,03/23/2017,Murray Hill-Kips Bay,1020214,1009177501,1007800,"(40.74705, -73.977005)"
mn-06-138218,Link1.0,Live,138218,mn-06-138218,Manhattan,4,106,129 EAST 39 STREET,LEXINGTON AVENUE,3 AVENUE,NE,10016,C1-5,40.749503,-73.977195,08/05/2017,02/24/2018,Murray Hill-Kips Bay,1019477,1008950028,1008000,"(40.749503, -73.977195)"
bk-06-145876,Link1.0,Live,145876,LINK-020659,Brooklyn,33,306,244 SMITH STREET,DOUGLASS STREET,DEGRAW STREET,SW,11231,C2-4,40.683436,-73.992773,07/20/2017,10/23/2017,Carroll Gardens-Columbia Street-Red Hook,3336097,3004140036,3007500,"(40.683436, -73.992773)"
mn-05-123292,Link1.0,Live,123292,mn-05-123292,Manhattan,2,105,14 EAST 23 STREET,BROADWAY,MADISON AVENUE,MIDBLOCK,10010,C6-4M,40.740836,-73.988136,03/11/2017,08/07/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1016302,1008510062,1005600,"(40.740836, -73.988136)"
bk-16-113558,Link1.0,Live,113558,LINK-034023,Brooklyn,41,316,584 ROCKAWAY AVENUE,ROCKAWAY AVENUE,CHESTER STREET,NW,11212,C2-3,40.665662,-73.909888,08/19/2022,10/21/2022,Brownsville,3326651,3035430043,3092400,"(40.665662, -73.909888)"
bk-05-145945,Link1.0,Live,145945,LINK-021930,Brooklyn,37,305,2493 FULTON STREET,WILLIAMS PLACE,WILLIAMS AVENUE,MIDBLOCK,11207,M1-1,40.677540,-73.901951,09/29/2017,01/08/2018,Ocean Hill,3339272,3015470025,3036700,"(40.67754, -73.901951)"
mn-07-133624,Link1.0,Live,133624,mn-07-133624,Manhattan,6,107,2518 BROADWAY,WEST 94 STREET,WEST 93 STREET,SE,10025,C4-6A,40.793181,-73.972649,06/27/2017,08/07/2017,Upper West Side,1033652,1012410046,1017900,"(40.793181, -73.972649)"
mn-07-120507,Public Payphones,Live,120507,SC90807,Manhattan,6,107,825 WEST END AVENUE,,,,10025,R8,40.797946,-73.971379,05/28/1992,05/28/1992,Upper West Side,1057135,1018897501,1018700,"(40.797946, -73.971379)"
bk-01-145995,Link1.0,Live,145995,LINK-021248,Brooklyn,33,301,29 SOUTH 3 STREET,KENT AVENUE,WYTHE AVENUE,NE,11249,C2-4,40.713914,-73.966930,11/10/2017,02/14/2018,North Side-South Side,3395339,3024157501,3055100,"(40.713914, -73.96693)"
mn-10-142632,Link1.0,Live,142632,mn-10-142632,Manhattan,9,110,2327 FREDERICK DOUGLASS BOULEVARD,WEST 124 STREET,WEST 125 STREET,SW,10027,C4-4D,40.810023,-73.951413,09/24/2016,10/14/2016,Central Harlem South,1059298,1019510022,1025700,"(40.810023, -73.951413)"
mn-08-136620,Link1.0,Live,136620,mn-08-136620,Manhattan,5,108,200 EAST 87 STREET,2 AVENUE,3 AVENUE,SE,10028,C2-8A,40.779367,-73.953327,10/07/2017,03/12/2018,Yorkville,1077854,1015320004,1014602,"(40.779367, -73.953327)"
bk-01-146047,Link1.0,Live,146047,LINK-021138,Brooklyn,34,301,1 TEN EYCK STREET,UNION AVENUE,LORIMER STREET,NE,11206,C2-4,40.709572,-73.950706,12/19/2017,03/29/2018,North Side-South Side,3069651,3027910001,3051300,"(40.709572, -73.950706)"
mn-12-120451,Link1.0,Live,120451,mn-12-120451,Manhattan,7,112,580 WEST 156 STREET,BROADWAY,AMSTERDAM AVENUE,SE,10032,C2-4,40.833285,-73.945092,12/20/2016,02/01/2017,Washington Heights South,1062678,1021140005,1024100,"(40.833285, -73.945092)"
mn-05-122657,Link1.0,Live,122657,mn-05-122657,Manhattan,4,105,821 7 AVENUE,WEST 53 STREET,WEST 54 STREET,NE,10019,C6-6,40.763036,-73.981711,04/01/2017,06/29/2017,Midtown-Midtown South,1023166,1010067501,1013100,"(40.763036, -73.981711)"
mn-11-144674,Link1.0,Live,144674,mn-11-144674,Manhattan,8,111,186 EAST 125 STREET,3 AVENUE,LEXINGTON AVENUE,SW,10035,C4-4D,40.803834,-73.936351,10/15/2016,11/02/2016,East Harlem North,1087605,1017730020,1019600,"(40.803834, -73.936351)"
mn-08-134748,Link1.0,Live,134748,mn-08-134748,Manhattan,5,108,206 EAST 86 STREET,3 AVENUE,2 AVENUE,SE,10028,C2-8A,40.778605,-73.953715,02/22/2016,04/15/2016,Yorkville,1087920,1015317501,1014601,"(40.778605, -73.953715)"
bx-05-112015,Link1.0,Live,112015,33022,Bronx,15,205,231 EAST 183RD STREET,RYER AVENUE,GRAND CONCOURSE,MIDBLOCK,10457,C1-4,40.857227,-73.899218,07/06/2022,09/12/2022,Fordham South,2013723,2031580016,2038301,"(40.857227, -73.899218)"
qu-06-124184,Link1.0,Live,124184,qu-06-124184,Queens,29,406,116-12 QUEENS BOULEVARD,77 AVENUE,78 AVENUE,SW,11375,C4-2,40.715758,-73.833513,07/20/2016,07/29/2016,Forest Hills,4079980,4033460001,4076902,"(40.715758, -73.833513)"
mn-05-133689,Link1.0,Live,133689,mn-05-133689,Manhattan,3,105,402 8 AVENUE,WEST 30 STREET,WEST 31 STREET,NE,10001,C6-3X,40.749728,-73.995110,05/26/2017,06/30/2017,Midtown-Midtown South,1014332,1007800001,1010100,"(40.749728, -73.99511)"
bk-07-145862,Link1.0,Live,145862,LINK-021527,Brooklyn,38,307,899 4 AVENUE,34 STREET,33 STREET,NE,11232,C2-4,40.655438,-74.003050,07/01/2017,08/22/2017,Sunset Park West,3010172,3006850001,3008400,"(40.655438, -74.00305)"
si-02-145731,Link1.0,Live,145731,LINK-018386,Staten Island,50,502,2205 HYLAN BOULEVARD,LINCOLN AVENUE,MIDLAND AVENUE,NW,10306,C2-1,40.576811,-74.103565,02/19/2017,02/28/2017,New Dorp-Midland Beach,5051757,5035910080,5011402,"(40.576811, -74.103565)"
mn-08-115163,Link1.0,Live,115163,mn-08-115163,Manhattan,5,108,1142 1 AVENUE,EAST 63 STREET,EAST 62 STREET,SE,10065,C1-9,40.761910,-73.960153,10/17/2017,03/16/2018,Lenox Hill-Roosevelt Island,1045318,1014570046,1010602,"(40.76191, -73.960153)"
qu-12-159527,Link1.0,Live,159527,,Queens,27,412,132-05 MERRICK BOULEVARD,BELKNAP STREET,180TH STREET,N,11434,M1-1,40.679058,-73.759677,07/07/2022,11/01/2022,St. Albans,4273590,4126970020,,"(40.679058, -73.759677)"
mn-10-120062,Link1.0,Live,120062,mn-10-120062,Manhattan,9,110,201 WEST 145 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,NW,10039,C1-4,40.821828,-73.939286,07/19/2017,09/12/2017,Central Harlem North-Polo Grounds,1060482,1020310029,1023200,"(40.821828, -73.939286)"
bk-07-125841,Link1.0,Live,125841,bk-07-125841,Brooklyn,38,307,875 4 AVENUE,33 STREET,32 STREET,NE,11232,C2-4,40.656011,-74.002446,02/24/2017,04/13/2017,Sunset Park West,3010083,3006800045,3010100,"(40.656011, -74.002446)"
bk-01-143982,Link1.0,Live,143982,bk-01-143982,Brooklyn,34,301,32 GRAHAM AVENUE,DEBEVOISE STREET,COOK STREET,NE,11206,C4-3,40.701930,-73.942239,07/01/2017,08/02/2017,East Williamsburg,3071609,3031200003,3049100,"(40.70193, -73.942239)"
mn-07-120526,Link1.0,Live,120526,mn-07-120526,Manhattan,7,107,755 AMSTERDAM AVENUE,WEST 97 STREET,WEST 96 STREET,SE,10025,C2-8,40.794604,-73.969837,08/01/2016,10/07/2016,Upper West Side,1079453,1018510008,1018100,"(40.794604, -73.969837)"
mn-12-135041,Link1.0,Live,135041,mn-12-135041,Manhattan,10,112,1398 ST. NICHOLAS AVENUE,WEST 180 STREET,WEST 179 STREET,SE,10033,C1-4,40.848444,-73.934241,12/06/2017,03/01/2018,Washington Heights South,1063625,1021530036,1026100,"(40.848444, -73.934241)"
bx-05-119613,Link1.0,Live,119613,bx-05-119613,Bronx,14,205,1 WEST BURNSIDE AVENUE,JEROME AVENUE,DAVIDSON AVENUE,NW,10453,C1-4,40.853930,-73.907502,11/23/2016,01/12/2017,University Heights-Morris Heights,2014153,2031920075,2025100,"(40.85393, -73.907502)"
mn-07-134069,Link1.0,Live,134069,mn-07-134069,Manhattan,7,107,2794 BROADWAY,WEST 108 STREET,WEST 107 STREET,SE,10025,C1-5,40.802736,-73.967461,07/28/2017,10/12/2017,Morningside Heights,1056672,1018790061,1019500,"(40.802736, -73.967461)"
mn-05-122305,Link1.0,Live,122305,mn-05-122305,Manhattan,3,105,500 8 AVENUE,WEST 35 STREET,WEST 36 STREET,NE,10018,M1-6,40.752949,-73.992762,04/26/2016,05/12/2016,Midtown-Midtown South,1014421,1007850001,1010900,"(40.752949, -73.992762)"
bk-09-155704,Link5G_Ad,Live,,,Brooklyn,35,309,1671 BEDFORD AVENUE,BEDFORD AVENUE,SULLIVAN PLACE,SE,11225,C2-3,40.665656,-73.956692,03/15/2023,05/25/2023,Crown Heights South,3034360,3013040018,323,"(40.665656, -73.956692)"
mn-05-134490,Link1.0,Live,134490,mn-05-134490,Manhattan,3,105,750 6 AVENUE,WEST 24 STREET,WEST 25 STREET,SE,10010,C6-4X,40.743971,-73.991883,10/28/2017,04/05/2018,Hudson Yards-Chelsea-Flatiron-Union Square,1085951,1008260001,1005800,"(40.743971, -73.991883)"
qu-02-124955,Link1.0,Live,124955,qu-02-124955,Queens,26,402,38-02 QUEENS BOULEVARD,38 STREET,39 STREET,SE,11101,M1-4,40.743877,-73.926926,11/19/2016,02/21/2017,Hunters Point-Sunnyside-West Maspeth,4003169,4002230021,4017900,"(40.743877, -73.926926)"
bk-16-150795,Link1.0,Live,150795,LINK-025023,Brooklyn,41,316,268 SARATOGA AVENUE,PACIFIC STREET,ATLANTIC AVENUE,NW,11233,C2-3,40.675985,-73.916601,04/26/2022,08/31/2022,Ocean Hill,3038527,3014320028,303,"(40.675985, -73.916601)"
mn-05-134444,Link1.0,Live,134444,mn-05-134444,Manhattan,3,105,831 6 AVENUE,WEST 29 STREET,WEST 28 STREET,SW,10001,C6-4X,40.746619,-73.990241,10/15/2017,02/07/2018,Midtown-Midtown South,1015123,1008040042,1009500,"(40.746619, -73.990241)"
mn-09-142532,Link1.0,Live,142532,mn-09-142532,Manhattan,9,109,1421 AMSTERDAM AVENUE,WEST 130 STREET,WEST 131 STREET,NE,10027,C1-4,40.815800,-73.954364,06/20/2017,09/22/2017,Manhattanville,1059623,1019700001,1021303,"(40.8158, -73.954364)"
bx-02-152493,Link1.0,Live,,,Bronx,17,202,1280 OAK POINT AVENUE,Oak Point Ave,Randall Ave,NW,10474,M3-1,40.810373,-73.886431,11/09/2022,01/18/2023,Hunts Point,2006893,2027720041,,"(40.810373, -73.886431)"
mn-03-138575,Link1.0,Live,138575,mn-03-138575,Manhattan,2,103,192 2 AVENUE,EAST 12 STREET,EAST 13 STREET,NE,10003,C1-5,40.731080,-73.985739,07/08/2016,09/19/2016,East Village,1082514,1004540001,1004000,"(40.73108, -73.985739)"
mn-05-108471,Link1.0,Live,108471,mn-05-108471,Manhattan,3,105,264 WEST 35 STREET,8 AVENUE,7 AVENUE,SE,10001,M1-6,40.752700,-73.992756,04/26/2016,05/17/2016,Midtown-Midtown South,1014419,1007840077,1010900,"(40.7527, -73.992756)"
mn-03-123149,Link1.0,Live,123149,mn-03-123149,Manhattan,2,103,92 EAST 14 STREET,4 AVENUE,IRVING PLACE,SE,10003,C6-4,40.734141,-73.989412,10/22/2016,11/10/2016,East Village,1077569,1005590009,1004200,"(40.734141, -73.989412)"
bx-01-118944,Link1.0,Live,118944,bx-01-118944,Bronx,17,201,2914 3 AVENUE,EAST 151 STREET,EAST 152 STREET,NE,10455,C4-4,40.817235,-73.915829,10/22/2016,12/22/2016,Melrose South-Mott Haven North,2001164,2023620013,2007100,"(40.817235, -73.915829)"
mn-09-120409,Link1.0,Live,120409,mn-09-120409,Manhattan,7,109,2880 BROADWAY,WEST 112 STREET,WEST 113 STREET,NE,10025,C1-4,40.805479,-73.965529,06/11/2016,06/29/2016,Morningside Heights,1056989,1018840001,1019900,"(40.805479, -73.965529)"
qu-04-145768,Link1.0,Live,145768,LINK-018137,Queens,25,404,90-20 QUEENS BOULEVARD,57 AVENUE,WOODHAVEN BOULEVARD,SW,11373,C1-2,40.733579,-73.871648,03/04/2017,04/14/2017,Elmhurst,4457337,4028570074,4047500,"(40.733579, -73.871648)"
bk-08-145032,Link1.0,Live,145032,bk-08-145032,Brooklyn,36,308,656 NOSTRAND AVENUE,BERGEN STREET,ST MARKS AVENUE,SW,11216,C2-4,40.675965,-73.950008,02/03/2017,03/08/2017,Crown Heights North,3030663,3012190035,3031500,"(40.675965, -73.950008)"
bx-01-144892,Link1.0,Live,144892,bx-01-144892,Bronx,8,201,442 WILLIS AVENUE,EAST 146 STREET,EAST 145 STREET,NE,10455,C1-4,40.813575,-73.919491,03/04/2018,04/20/2018,Mott Haven-Port Morris,2000498,2022900001,2004300,"(40.813575, -73.919491)"
bk-03-145784,Link1.0,Live,145784,LINK-018101,Brooklyn,35,303,1139 FULTON STREET,FRANKLIN AVENUE,CLAVER PLACE,NE,11238,C2-4,40.681315,-73.956201,03/11/2017,03/24/2017,Clinton Hill,3057391,3019970046,3022700,"(40.681315, -73.956201)"
bk-09-150264,Link1.0,Live,150264,,Brooklyn,40,309,222 MAPLE STREET,RODGERS AVENUE,NOSTRAND AVENUE,SE,11225,C2-3,40.660616,-73.953308,08/18/2022,10/26/2022,Prospect Lefferts Gardens-Wingate,3114995,3050330010,800,"(40.660616, -73.953308)"
bk-09-153615,Link1.0,Live,153615,,Brooklyn,35,309,145 MONTGOMERY STREET,MONTGOMERY STREET,CROWN STREET,NW,11225,C2-4,40.666415,-73.959578,09/21/2022,11/11/2022,Crown Heights South,3330786,3011900029,213,"(40.666415, -73.959578)"
